n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1967 | fa_1968 | fa_1969 | fa_1970 | fa_1971 | fa_1972 | fa_1973 | fa_1974 | fa_1975 | fa_1976 | fa_1977 | fa_1978 | fa_1979 | fa_1980 | fa_1981 | fa_1982 | fa_1983 | fa_1984 | fa_1985 | fa_1986 | fa_1987 | fa_1988 | fa_1989 | fa_1990 | fa_1991 | fa_1992 | fa_1993 | fa_1994 | fa_1995 | fa_1996 | fa_1997 | fa_1998 | fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1967 | all_1968 | all_1969 | all_1970 | all_1971 | all_1972 | all_1973 | all_1974 | all_1975 | all_1976 | all_1977 | all_1978 | all_1979 | all_1980 | all_1981 | all_1982 | all_1983 | all_1984 | all_1985 | all_1986 | all_1987 | all_1988 | all_1989 | all_1990 | all_1991 | all_1992 | all_1993 | all_1994 | all_1995 | all_1996 | all_1997 | all_1998 | all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
167 | Munis, Richard Harold | GEORGETOWN UNIVERSITY. | 1972 | male | 1 | 0 | 1972 | 1 | 0 | 1972 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
168 | Su, Shing-Lung | WAYNE STATE UNIVERSITY. | 1972 | male | 1 | 1 | 1973 | 1 | 37 | 2005 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 7 | 0 | 5 | 0 | 5 | 3 | 1 | 5 | 4 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
169 | Willis, Anthony Gordon | UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN. | 1972 | male | 2 | 19 | 1999 | 4 | 70 | 2016 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 2 | 0 | 2 | 1 | 3 | 4 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 2 | 2 | 3 | 0 | 4 | 2 | 5 | 11 | 6 | 5 | 1 | 1 | 2 | 0 | 1 | 0 | 2 | 0 | 1 | 1 | 1 | 1 | 1 | 3 | 1 | 1 | 3 | 3 | 1 | 0 | 0 | 3 | 1 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |
170 | Bortolot, Victor John, Jr. | NEW YORK UNIVERSITY. | 1972 | male | 2 | 0 | 1972 | 2 | 1 | 1974 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
171 | Catto, Peter James | Yale University. | 1972 | male | 1 | 2 | 2015 | 1 | 4 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |
172 | Waak, John Alphonse J. | GEORGETOWN UNIVERSITY. | 1972 | male | 1 | 0 | 1972 | 1 | 0 | 1972 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
173 | Strub, James Earl | THE UNIVERSITY OF TEXAS AT AUSTIN. | 1972 | male | 1 | 0 | 1972 | 1 | 0 | 1972 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
174 | Rosenberg, Fred Delano | UNIVERSITY OF VIRGINIA. | 1972 | male | 1 | 4 | 2013 | 1 | 14 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 5 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 1 | 0 | 0 |
175 | Smith, Richard Lloyd | MASSACHUSETTS INSTITUTE OF TECHNOLOGY. | 1972 | male | 5 | 33 | 2017 | 8 | 119 | 2017 | 0 | 1 | 1 | 1 | 0 | 2 | 0 | 1 | 0 | 0 | 3 | 1 | 1 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 3 | 2 | 3 | 4 | 5 | 0 | 2 | 0 |  0 | 1 | 1 | 2 | 0 | 4 | 0 | 2 | 0 | 0 | 3 | 1 | 1 | 2 | 0 | 2 | 1 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 2 | 1 | 2 | 5 | 3 | 2 | 4 | 4 | 9 | 5 | 11 | 9 | 12 | 4 | 9 | 10 |
176 | Fishbone, Leslie Gary | UNIVERSITY OF MARYLAND COLLEGE PARK. | 1972 | female | 2 | 4 | 1977 | 2 | 4 | 1977 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
177 | Gruber, James Duncan | OKLAHOMA STATE UNIVERSITY. | 1972 | male | 1 | 0 | 1972 | 1 | 0 | 1972 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
178 | Hart, Michael H. | PRINCETON UNIVERSITY. | 1972 | male | 2 | 12 | 2016 | 4 | 27 | 2016 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 2 | 1 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 |  0 | 0 | 0 | 0 | 3 | 1 | 1 | 2 | 1 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 9 | 4 | 1 |
179 | Knapp, Gillian Revill | UNIVERSITY OF MARYLAND COLLEGE PARK. | 1972 | female | 4 | 69 | 2006 | 9 | 358 | 2017 | 0 | 0 | 0 | 0 | 0 | 4 | 4 | 5 | 2 | 6 | 2 | 5 | 2 | 2 | 1 | 3 | 1 | 2 | 6 | 2 | 2 | 2 | 2 | 1 | 1 | 1 | 1 | 1 | 3 | 3 | 1 | 1 | 2 | 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 2 | 6 | 4 | 7 | 6 | 11 | 5 | 7 | 8 | 2 | 5 | 4 | 5 | 3 | 6 | 6 | 6 | 7 | 7 | 2 | 2 | 3 | 3 | 1 | 4 | 3 | 1 | 4 | 5 | 16 | 20 | 22 | 23 | 18 | 10 | 15 | 8 | 6 | 7 | 14 | 12 | 14 | 13 | 7 | 9 | 11 |
180 | Linke, Richard Alan | COLUMBIA UNIVERSITY. | 1972 | male | 1 | 6 | 1983 | 3 | 33 | 1992 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 1 | 3 | 2 | 2 | 3 | 4 | 4 | 3 | 3 | 2 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
181 | Mango, Stephen Anthony | GEORGETOWN UNIVERSITY. | 1972 | male | 1 | 2 | 1978 | 2 | 11 | 2005 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 2 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
182 | Nickas, George Demosthenes | UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN. | 1972 | male | 1 | 0 | 1972 | 1 | 0 | 1972 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
183 | Lyon, John George | UNIVERSITY OF MARYLAND COLLEGE PARK. | 1972 | male | 1 | 9 | 2004 | 1 | 146 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 2 | 3 | 1 | 0 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 11 | 5 | 2 | 10 | 5 | 6 | 6 | 6 | 6 | 10 | 7 | 2 | 5 | 5 | 1 | 9 | 3 | 7 | 6 | 2 | 5 | 10 |
184 | Mansfield, Victor Neil | CORNELL UNIVERSITY. | 1972 | male | 3 | 12 | 1980 | 3 | 15 | 1980 | 1 | 0 | 1 | 0 | 0 | 1 | 1 | 1 | 0 | 3 | 2 | 2 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 1 | 0 | 0 | 1 | 1 | 1 | 0 | 4 | 3 | 2 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
185 | Rosenkranz, Philip William | MASSACHUSETTS INSTITUTE OF TECHNOLOGY. | 1972 | male | 1 | 2 | 1988 | 3 | 4 | 2003 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
186 | Thompson, David Joseph | THE UNIVERSITY OF WISCONSIN - MADISON. | 1972 | male | 1 | 50 | 2015 | 1 | 495 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 2 | 1 | 2 | 0 | 0 | 0 | 2 | 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 2 | 2 | 2 | 4 | 3 | 3 | 3 | 1 | 0 | 2 | 2 | 1 | 1 | 0 | 1 | 2 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 1 | 0 | 2 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 3 | 2 | 8 | 3 | 7 | 1 | 2 | 3 | 3 | 1 | 2 | 1 | 3 | 1 | 2 | 1 | 2 | 6 | 3 | 11 | 23 | 15 | 24 | 29 | 10 | 9 | 10 | 9 | 10 | 5 | 4 | 7 | 9 | 7 | 26 | 13 | 48 | 64 | 35 | 19 | 14 | 12 | 12 | 15 |
187 | Hackney, Richard Lynn | UNIVERSITY OF FLORIDA. | 1972 | male | 2 | 0 | 1972 | 6 | 12 | 1991 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 2 | 3 | 0 | 1 | 2 | 1 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 2 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
188 | Berger, Beverly Kobre | UNIVERSITY OF MARYLAND COLLEGE PARK. | 1972 | female | 2 | 41 | 2006 | 2 | 82 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 2 | 0 | 1 | 1 | 0 | 0 | 1 | 2 | 1 | 2 | 2 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 3 | 1 | 2 | 2 | 2 | 5 | 0 | 3 | 1 | 1 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 2 | 0 | 1 | 2 | 0 | 0 | 1 | 2 | 1 | 2 | 2 | 0 | 0 | 1 | 2 | 1 | 1 | 0 | 3 | 1 | 2 | 2 | 2 | 6 | 0 | 3 | 1 | 1 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 27 |
189 | Cesarsky, Catherine Jeanne | HARVARD UNIVERSITY. | 1972 | female | 3 | 39 | 2006 | 4 | 191 | 2011 | 0 | 0 | 1 | 0 | 1 | 1 | 3 | 2 | 3 | 1 | 3 | 3 | 0 | 1 | 4 | 0 | 3 | 1 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 1 | 2 | 2 | 0 | 1 | 0 | 0 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 2 | 1 | 4 | 2 | 13 | 2 | 9 | 4 | 2 | 3 | 8 | 2 | 5 | 1 | 1 | 0 | 1 | 2 | 1 | 0 | 2 | 1 | 4 | 4 | 4 | 13 | 2 | 3 | 20 | 17 | 12 | 11 | 4 | 11 | 4 | 5 | 3 | 5 | 3 | 2 | 1 | 0 | 0 | 0 | 0 | 0 |
190 | Chaisson, Erich Joseph | HARVARD UNIVERSITY. | 1972 | male | 6 | 22 | 2003 | 8 | 37 | 2003 | 0 | 0 | 0 | 0 | 0 | 6 | 3 | 4 | 4 | 1 | 2 | 3 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 8 | 4 | 8 | 5 | 1 | 3 | 5 | 4 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
191 | Dahlbacka, Glen Hamilton | UNIVERSITY OF MINNESOTA. | 1972 | male | 2 | 2 | 1974 | 2 | 2 | 1974 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
192 | Murdock, Thomas Lee | UNIVERSITY OF MINNESOTA. | 1972 | male | 2 | 2 | 1985 | 3 | 26 | 2004 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 2 | 4 | 6 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
193 | Alexander, David Robert | INDIANA UNIVERSITY. | 1972 | male | 6 | 31 | 2007 | 6 | 119 | 2016 | 0 | 1 | 0 | 3 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 2 | 2 | 0 | 2 | 2 | 3 | 0 | 2 | 4 | 1 | 2 | 0 | 0 | 2 | 0 | 0 | 0 | 4 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 3 | 0 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 1 | 3 | 0 | 4 | 3 | 3 | 2 | 4 | 5 | 2 | 2 | 6 | 2 | 10 | 4 | 8 | 5 | 3 | 0 | 6 | 7 | 7 | 5 | 9 | 2 | 2 | 1 | 0 | 2 | 3 | 3 |
194 | Browne, Stephen Laurence | UNIVERSITY OF WYOMING. | 1972 | male | 1 | 1 | 1973 | 1 | 6 | 2002 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
